0, 0, 1398, 466, -1, -1, -1, -1
1, 0.134141, 224, 444, -1, -1, -1, -1
2, 0.013901, 924, 4426, -1, -1, -1, -1
3, 0.179212, 1234, 6099, 451.357, 9.36628, 0, -1
7, 0.035025, 960, 4615, 129.27, 5.02878, -1, -1
6, 0.015791, 6088, 30119, 137.63, 4.63817, -1, -1
7, 0.133201, 2292, 10613, 34.22, 3.93072, -1, -1
8, 0.044147, 2292, 10533, 19.2238, 3.8057, -1, -1
9, 0.026599, 2292, 10533, 12.8129, 3.61497, -1, -1
6, 0.010375, 4864, 22376, 13.8051, 3.91919, -1, -1
7, 0.091451, 2673, 12363, 10.0072, 3.7004, -1, -1
8, 0.06525, 2673, 12360, 10.0072, 3.67297, -1, -1
9, 0.027166, 2673, 12360, 9.54555, 3.60044, -1, -1
7, 0.022781, 2528, 11658, 9.54555, 3.58926, -1, -1
4, 0.473796, 2528, 11658, 9.54555, 3.58926, -1, -1
5, 0.02157, 743, 2956, 9.54555, 3.61306, -1, -1
-1, 0.82262, 743, 2956, 9.54555, 3.61306, 0, 20
